,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,mm,day,year,zipcode
4827508,204437643,11/01/2019,503.0,"CONTROLLED SUBSTANCE,INTENT TO",117.0,DANGEROUS DRUGS,PL 2201601,F,S,122,0.0,45-64,M,WHITE,938699.0,140157.0,40.55126545400003,-74.16391337899995,11,01,2019,10312
4827545,204427797,10/31/2019,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",121.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450501,F,S,120,0.0,25-44,M,ASIAN / PACIFIC ISLANDER,962822.0,174282.0,40.645022746000045,-74.077216847,10,31,2019,10301
4827596,204432612,10/31/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110E2,F,S,121,0.0,25-44,M,WHITE HISPANIC,947589.0,171647.0,40.63774028500006,-74.13209429599993,10,31,2019,10310
4827661,204429686,10/31/2019,462.0,UNAUTHORIZED USE VEHICLE 3,353.0,UNAUTHORIZED USE OF A VEHICLE,PL 1650501,M,S,122,0.0,25-44,M,WHITE HISPANIC,960590.0,156873.0,40.59723300400003,-74.08519879499994,10,31,2019,10304
4827674,204424197,10/31/2019,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,S,122,0.0,25-44,M,WHITE,962426.0,153932.0,40.589165262000044,-74.07857804199995,10,31,2019,10305
4827677,204428367,10/31/2019,639.0,AGGRAVATED HARASSMENT 2,361.0,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,S,123,73.0,45-64,F,WHITE,932693.0,138432.0,40.546497785000035,-74.18551232399994,10,31,2019,10312
4827689,204431423,10/31/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,S,120,0.0,25-44,M,BLACK,961010.0,170904.0,40.63574629300007,-74.08373471499993,10,31,2019,10301
4827700,204430136,10/31/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,120,0.0,25-44,M,WHITE,963181.0,171778.0,40.63815066600006,-74.07591537599995,10,31,2019,10301
4827769,204423988,10/31/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,121,0.0,25-44,F,WHITE HISPANIC,932560.0,169042.0,40.63051517000007,-74.18622503099994,10,31,2019,10303
4827788,204428368,10/31/2019,205.0,"TRESPASS 2, CRIMINAL",352.0,CRIMINAL TRESPASS,PL 1401501,M,S,121,0.0,45-64,M,WHITE,942825.0,166367.0,40.623226819000074,-74.14922697299994,10,31,2019,10303
4827800,204430430,10/31/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,121,0.0,45-64,F,BLACK,947029.0,167436.0,40.62617965800007,-74.13408879799994,10,31,2019,10310
4827826,204433789,10/31/2019,907.0,"IMPAIRED DRIVING,DRUG",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U4,M,S,123,0.0,45-64,M,WHITE,920642.0,138501.0,40.546608936000034,-74.22887434999996,10,31,2019,10309
4827970,204433057,10/31/2019,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,S,120,0.0,25-44,M,WHITE,962316.0,164238.0,40.617452857000046,-74.07900756199997,10,31,2019,10305
4827992,204405654,10/30/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,S,121,0.0,18-24,M,WHITE HISPANIC,950578.0,161307.0,40.60937103800006,-74.12127309799997,10,30,2019,10310
4828020,204403356,10/30/2019,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,S,120,0.0,45-64,M,BLACK,962822.0,174282.0,40.645022746000045,-74.077216847,10,30,2019,10301
4828093,204420601,10/30/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,122,0.0,18-24,M,BLACK,950638.0,160687.0,40.60766949400005,-74.12105391899995,10,30,2019,10310
4828111,204420600,10/30/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,121,0.0,45-64,M,WHITE,942825.0,166367.0,40.623226819000074,-74.14922697299994,10,30,2019,10303
4828119,204421368,10/30/2019,639.0,AGGRAVATED HARASSMENT 2,361.0,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,S,120,0.0,25-44,M,WHITE HISPANIC,961490.0,167877.0,40.62743906600008,-74.08199507599994,10,30,2019,10301
4828154,204403355,10/30/2019,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,S,122,0.0,25-44,M,BLACK,954801.0,148466.0,40.57414012800007,-74.10600776499997,10,30,2019,10306
4828201,204423986,10/30/2019,681.0,"CHILD, ENDANGERING WELFARE",233.0,SEX CRIMES,PL 2601001,M,S,122,0.0,25-44,M,WHITE HISPANIC,954943.0,148360.0,40.573849649000074,-74.10549615599997,10,30,2019,10306
4828223,204396123,10/30/2019,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,S,121,0.0,25-44,F,WHITE HISPANIC,938877.0,169548.0,40.63193864000005,-74.16347023099996,10,30,2019,10303
4828244,204421371,10/30/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,122,0.0,25-44,M,BLACK,961910.0,155627.0,40.59381641200008,-74.08044148599998,10,30,2019,10305
4828265,204420603,10/30/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,122,1.0,18-24,M,BLACK,950638.0,160687.0,40.60766949400005,-74.12105391899995,10,30,2019,10310
4828298,204421369,10/30/2019,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,121,0.0,45-64,M,WHITE,936722.0,172119.0,40.63898417600007,-74.17125230499995,10,30,2019,10303
4828327,204420602,10/30/2019,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,122,0.0,25-44,M,WHITE,954801.0,148466.0,40.57414012800007,-74.10600776499997,10,30,2019,10306
4828346,204413014,10/30/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,120,0.0,45-64,M,WHITE HISPANIC,962822.0,174282.0,40.645022746000045,-74.077216847,10,30,2019,10301
4828366,204422118,10/30/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,121,0.0,25-44,F,BLACK,940427.0,167826.0,40.62721992400003,-74.15787475699995,10,30,2019,10303
4828409,204418814,10/30/2019,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,S,120,0.0,45-64,M,WHITE HISPANIC,962822.0,174282.0,40.645022746000045,-74.077216847,10,30,2019,10301
4828423,204423987,10/30/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,123,0.0,45-64,M,WHITE,916532.0,127280.0,40.51577906500006,-74.24355052999994,10,30,2019,10307
4828431,204421370,10/30/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,122,0.0,25-44,M,BLACK,961605.0,157558.0,40.59911584100007,-74.08154617799994,10,30,2019,10305
4828539,204388859,10/30/2019,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,121,0.0,25-44,M,ASIAN / PACIFIC ISLANDER,942825.0,166367.0,40.623226819000074,-74.14922697299994,10,30,2019,10303
4828558,204422372,10/30/2019,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,S,120,0.0,25-44,M,BLACK,961269.0,162039.0,40.61141440500006,-74.08277136199997,10,30,2019,10305
4828624,204413013,10/30/2019,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",113.0,FORGERY,PL 1701003,F,S,120,0.0,25-44,F,BLACK,959650.0,161989.0,40.61127281700004,-74.08860227599996,10,30,2019,10304
4828759,204349237,10/29/2019,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,S,120,0.0,25-44,F,WHITE HISPANIC,962822.0,174282.0,40.645022746000045,-74.077216847,10,29,2019,10301
4828763,204344549,10/29/2019,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,S,122,0.0,18-24,M,BLACK,954801.0,148466.0,40.57414012800007,-74.10600776499997,10,29,2019,10306
4828793,204360595,10/29/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,S,123,0.0,25-44,M,WHITE HISPANIC,927187.0,130825.0,40.52558433100006,-74.20525964599993,10,29,2019,10309
4828805,204368689,10/29/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110A2,M,S,123,0.0,25-44,M,BLACK HISPANIC,928454.0,141922.0,40.556051492000044,-74.20079370399995,10,29,2019,10312
4828818,204349236,10/29/2019,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1601001,F,S,120,0.0,25-44,M,BLACK,958529.0,170663.0,40.635077942000066,-74.09267278599998,10,29,2019,10301
4828839,204351713,10/29/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,121,0.0,25-44,M,WHITE,942825.0,166367.0,40.623226819000074,-74.14922697299994,10,29,2019,10303
4828878,204388713,10/29/2019,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",113.0,FORGERY,PL 1701501,F,S,121,0.0,25-44,M,BLACK,938676.0,153149.0,40.58692579000007,-74.16408371599994,10,29,2019,10314
4828880,204386078,10/29/2019,681.0,"CHILD, ENDANGERING WELFARE",233.0,SEX CRIMES,PL 2601001,M,S,120,0.0,<18,M,BLACK,962748.0,174174.0,40.64472613100002,-74.07748315899995,10,29,2019,10301
4828910,204351712,10/29/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,121,0.0,25-44,M,BLACK,942825.0,166367.0,40.623226819000074,-74.14922697299994,10,29,2019,10303
4828922,204357427,10/29/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511002,M,S,120,0.0,45-64,F,BLACK,960100.0,163908.0,40.61654131300003,-74.08698839299996,10,29,2019,10304
4828949,204377341,10/29/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,121,0.0,45-64,M,BLACK,946272.0,169948.0,40.633071347000055,-74.13682999499997,10,29,2019,10310
4829025,204351711,10/29/2019,157.0,RAPE 1,104.0,RAPE,PL 1303503,F,S,120,0.0,<18,M,WHITE,962748.0,174174.0,40.64472613100002,-74.07748315899995,10,29,2019,10301
4829070,204344548,10/29/2019,462.0,UNAUTHORIZED USE VEHICLE 3,353.0,UNAUTHORIZED USE OF A VEHICLE,PL 1650501,M,S,121,0.0,25-44,M,BLACK,942825.0,166367.0,40.623226819000074,-74.14922697299994,10,29,2019,10303
4829113,204368688,10/29/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0512000,M,S,122,4.0,45-64,M,WHITE,966300.0,157946.0,40.60019157700003,-74.06464050099999,10,29,2019,10305
4829132,204364412,10/29/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,120,0.0,45-64,M,WHITE,962951.0,172727.0,40.64075491800003,-74.07674708799993,10,29,2019,10301
4829147,204388711,10/29/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,S,120,0.0,18-24,M,BLACK,961580.0,163524.0,40.61549122300004,-74.08165622999995,10,29,2019,10305
4829162,204377342,10/29/2019,792.0,WEAPONS POSSESSION 1 & 2,118.0,DANGEROUS WEAPONS,PL 265031B,F,S,120,0.0,<18,F,BLACK HISPANIC,960353.0,172728.0,40.64075103400006,-74.08610833299997,10,29,2019,10301
4829182,204338671,10/29/2019,707.0,"IMPERSONATION 2, PUBLIC SERVAN",340.0,FRAUDS,PL 1902300,M,S,121,0.0,25-44,M,BLACK,938430.0,170972.0,40.63584491100005,-74.165090337,10,29,2019,10303
4829189,204388710,10/29/2019,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,121,0.0,25-44,M,BLACK,938890.0,170112.0,40.633486765000036,-74.163427185,10,29,2019,10303
4829191,204346708,10/29/2019,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,122,0.0,25-44,M,WHITE,954801.0,148466.0,40.57414012800007,-74.10600776499997,10,29,2019,10306
4829192,204388712,10/29/2019,494.0,"STOLEN PROPERTY 2,1,POSSESSION",111.0,POSSESSION OF STOLEN PROPERTY,PL 1654502,F,S,122,0.0,45-64,M,WHITE,956008.0,150101.0,40.57863180600003,-74.10166981399993,10,29,2019,10306
4829225,204372784,10/29/2019,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,S,122,0.0,45-64,M,WHITE,938442.0,141696.0,40.55548838500005,-74.16484859399995,10,29,2019,10312
4829231,204294805,10/28/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,121,0.0,45-64,M,BLACK,947373.0,169293.0,40.631278165000026,-74.13285969899994,10,28,2019,10310
4829304,204313154,10/28/2019,792.0,WEAPONS POSSESSION 1 & 2,118.0,DANGEROUS WEAPONS,PL 265101B,F,S,122,0.0,45-64,M,BLACK,954801.0,148466.0,40.57414012800007,-74.10600776499997,10,28,2019,10306
4829307,204333223,10/28/2019,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,S,120,0.0,18-24,M,BLACK,960577.0,171243.0,40.63667562900008,-74.08529599399995,10,28,2019,10301
4829309,204313156,10/28/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,123,0.0,18-24,F,WHITE,914928.0,125757.0,40.51158633800003,-74.24930372699998,10,28,2019,10307
4829330,204313159,10/28/2019,695.0,CHILD ABANDONMENT,120.0,CHILD ABANDONMENT/NON SUPPORT,PL 2600001,F,S,121,0.0,25-44,M,WHITE,942825.0,166367.0,40.623226819000074,-74.14922697299994,10,28,2019,10303
4829338,204313163,10/28/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,120,0.0,25-44,M,BLACK,963248.0,173085.0,40.641738260000075,-74.075678037,10,28,2019,10301
4829345,204313162,10/28/2019,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200700,F,S,121,0.0,<18,M,BLACK,937100.0,149526.0,40.576973145000075,-74.16973257499995,10,28,2019,10314
4829346,204313161,10/28/2019,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,S,120,0.0,18-24,M,BLACK,962822.0,174282.0,40.645022746000045,-74.077216847,10,28,2019,10301
4829356,204316941,10/28/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0512000,M,S,120,0.0,18-24,M,BLACK,961162.0,167633.0,40.62676848900003,-74.08317587199997,10,28,2019,10301
4829401,204290982,10/28/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,S,120,0.0,18-24,M,WHITE HISPANIC,960277.0,161792.0,40.61073381200004,-74.08634333699997,10,28,2019,10304
4829415,204333222,10/28/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,120,0.0,25-44,M,BLACK,962951.0,172727.0,40.64075491800003,-74.07674708799993,10,28,2019,10301
4829438,204313155,10/28/2019,639.0,AGGRAVATED HARASSMENT 2,361.0,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,S,121,0.0,25-44,M,BLACK,942825.0,166367.0,40.623226819000074,-74.14922697299994,10,28,2019,10303
4829449,204297765,10/28/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,120,0.0,25-44,M,WHITE,953764.0,172318.0,40.63960544200007,-74.10984827899993,10,28,2019,10302
4829519,204313158,10/28/2019,695.0,CHILD ABANDONMENT,120.0,CHILD ABANDONMENT/NON SUPPORT,PL 2600001,F,S,121,0.0,25-44,F,WHITE,942825.0,166367.0,40.623226819000074,-74.14922697299994,10,28,2019,10303
4829553,204332738,10/28/2019,198.0,CRIMINAL CONTEMPT 1,126.0,MISCELLANEOUS PENAL LAW,PL 21551B2,F,S,120,0.0,45-64,F,BLACK,951232.0,170429.0,40.634411467000064,-74.11896229899995,10,28,2019,10310
4829572,204313157,10/28/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,121,0.0,18-24,M,BLACK,942825.0,166367.0,40.623226819000074,-74.14922697299994,10,28,2019,10303
4829573,204313153,10/28/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,123,0.0,25-44,M,WHITE,914928.0,125757.0,40.51158633800003,-74.24930372699998,10,28,2019,10307
4829596,204313160,10/28/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,121,0.0,25-44,M,BLACK,942825.0,166367.0,40.623226819000074,-74.14922697299994,10,28,2019,10303
4829630,204330846,10/28/2019,198.0,CRIMINAL CONTEMPT 1,126.0,MISCELLANEOUS PENAL LAW,PL 21551B3,F,S,120,0.0,45-64,F,BLACK,951232.0,170429.0,40.634411467000064,-74.11896229899995,10,28,2019,10310
4829768,204268833,10/27/2019,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,S,121,0.0,18-24,F,BLACK,936722.0,172119.0,40.63898417600007,-74.17125230499995,10,27,2019,10303
4829772,204290662,10/27/2019,759.0,"PUBLIC ADMINISTATION,UNCLASS M",359.0,OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,S,120,0.0,<18,M,BLACK,962823.0,164879.0,40.61921351000007,-74.07718338699993,10,27,2019,10305
4829810,204285214,10/27/2019,782.0,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650101,M,S,123,0.0,45-64,M,WHITE,922498.0,135697.0,40.53892562500005,-74.22217056999993,10,27,2019,10309
4829870,204267133,10/27/2019,268.0,CRIMINAL MIS 2 & 3,121.0,CRIMINAL MISCHIEF & RELATED OF,PL 1451000,F,S,121,0.0,25-44,M,WHITE HISPANIC,947751.0,169333.0,40.63138952200006,-74.13149807999997,10,27,2019,10310
4829872,204267134,10/27/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,121,0.0,18-24,M,BLACK,936722.0,172119.0,40.63898417600007,-74.17125230499995,10,27,2019,10303
4829902,204290445,10/27/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,S,120,0.0,18-24,M,WHITE HISPANIC,959901.0,163542.0,40.615536174000056,-74.08770385899999,10,27,2019,10304
4829954,204286514,10/27/2019,515.0,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,PL 2203901,F,S,122,0.0,25-44,M,WHITE HISPANIC,957071.0,147413.0,40.571257099000036,-74.09783231599994,10,27,2019,10306
4829961,204262771,10/27/2019,759.0,"PUBLIC ADMINISTATION,UNCLASS M",359.0,OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,S,121,0.0,25-44,M,BLACK,947914.0,172573.0,40.64028329400003,-74.13092828099997,10,27,2019,10310
4830005,204262959,10/27/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,S,122,0.0,45-64,F,WHITE,945130.0,139298.0,40.54893836400004,-74.14076697099993,10,27,2019,10308
4830017,204290444,10/27/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,122,0.0,45-64,M,WHITE,954801.0,148466.0,40.57414012800007,-74.10600776499997,10,27,2019,10306
4830050,204256372,10/26/2019,681.0,"CHILD, ENDANGERING WELFARE",233.0,SEX CRIMES,PL 2601001,M,S,121,0.0,25-44,M,WHITE,942428.0,166536.0,40.62368882200008,-74.15065813299998,10,26,2019,10303
4830062,204262585,10/26/2019,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200512,F,S,121,0.0,18-24,M,BLACK,947928.0,160338.0,40.60670086700002,-74.13081199999993,10,26,2019,10314
4830087,204235784,10/26/2019,707.0,"IMPERSONATION 2, PUBLIC SERVAN",340.0,FRAUDS,PL 1902300,M,S,120,0.0,25-44,M,BLACK,959815.0,171620.0,40.63770834300004,-74.08804286699996,10,26,2019,10301
4830094,204231256,10/26/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,120,0.0,25-44,M,BLACK,962978.0,167567.0,40.626591880000035,-74.07663353399995,10,26,2019,10305
4830120,204262495,10/26/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,121,0.0,25-44,M,WHITE HISPANIC,947729.0,171894.0,40.63841882600008,-74.13159120299997,10,26,2019,10310
4830140,204231106,10/26/2019,576.0,"PROSTITUTION 4,PROMOTING&SECUR",234.0,PROSTITUTION & RELATED OFFENSES,PL 2302001,M,S,122,0.0,45-64,F,ASIAN / PACIFIC ISLANDER,942360.0,139524.0,40.54954603900006,-74.15073564499993,10,26,2019,10308
4830165,204254179,10/26/2019,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,S,122,13.0,45-64,M,WHITE HISPANIC,966053.0,157279.0,40.59836029300004,-74.06552816699997,10,26,2019,10305
4830256,204262586,10/26/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,S,121,0.0,25-44,M,WHITE HISPANIC,941703.0,161146.0,40.60889095600004,-74.15323585099996,10,26,2019,10314
4830290,204248127,10/26/2019,397.0,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 160102A,F,S,122,0.0,45-64,F,BLACK,955918.0,149977.0,40.57829116400006,-74.10199328499993,10,26,2019,10306
4830348,204236121,10/26/2019,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,S,123,0.0,45-64,M,WHITE,930486.0,134297.0,40.535134910000075,-74.19342060899999,10,26,2019,10312
4830449,204246600,10/26/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,123,0.0,45-64,M,WHITE,931096.0,140679.0,40.55265593100006,-74.19127623899993,10,26,2019,10312
4830454,204231107,10/26/2019,563.0,PROSTITUTION,356.0,PROSTITUTION & RELATED OFFENSES,PL 2300000,M,S,122,0.0,25-44,F,ASIAN / PACIFIC ISLANDER,942360.0,139524.0,40.54954603900006,-74.15073564499993,10,26,2019,10308
4830509,204218770,10/25/2019,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,120,0.0,25-44,M,WHITE,962822.0,174282.0,40.645022746000045,-74.077216847,10,25,2019,10301
4830537,204215812,10/25/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,120,0.0,18-24,F,BLACK,951804.0,169922.0,40.63302197400003,-74.11689900099998,10,25,2019,10310
4830547,204213090,10/25/2019,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,S,120,0.0,45-64,F,WHITE HISPANIC,963715.0,167395.0,40.62612151500008,-74.07397797899995,10,25,2019,10305
4830581,204223792,10/25/2019,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200600,F,S,121,0.0,<18,M,BLACK,937100.0,149526.0,40.576973145000075,-74.16973257499995,10,25,2019,10314
4830599,204209983,10/25/2019,157.0,RAPE 1,104.0,RAPE,PL 1303501,F,S,120,0.0,25-44,M,BLACK,962748.0,174174.0,40.64472613100002,-74.07748315899995,10,25,2019,10301
4830638,204203231,10/25/2019,203.0,"TRESPASS 3, CRIMINAL",352.0,CRIMINAL TRESPASS,PL 140100A,M,S,120,0.0,25-44,M,BLACK HISPANIC,962670.0,163388.0,40.615120653000076,-74.07772973999994,10,25,2019,10305
4830653,204198984,10/25/2019,748.0,"CONTEMPT,CRIMINAL",359.0,OFFENSES AGAINST PUBLIC ADMINI,PL 2155006,M,S,122,0.0,18-24,F,BLACK,954801.0,148466.0,40.57414012800007,-74.10600776499997,10,25,2019,10306
4830658,204200983,10/25/2019,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,121,0.0,25-44,M,BLACK,942825.0,166367.0,40.623226819000074,-74.14922697299994,10,25,2019,10303
4830663,204230796,10/25/2019,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,121,0.0,25-44,M,BLACK,943346.0,169740.0,40.63248740400008,-74.14737061699999,10,25,2019,10303
4830674,204203232,10/25/2019,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,122,0.0,25-44,M,WHITE,954801.0,148466.0,40.57414012800007,-74.10600776499997,10,25,2019,10306
4830729,204186110,10/25/2019,969.0,"TRAFFIC,UNCLASSIFIED INFRACTIO",881.0,OTHER TRAFFIC INFRACTION,VTL051101A,M,S,122,0.0,25-44,M,WHITE,953756.0,147132.0,40.57047502800003,-74.10976338799998,10,25,2019,10306
4830754,204203230,10/25/2019,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,120,0.0,25-44,F,WHITE,962822.0,174282.0,40.645022746000045,-74.077216847,10,25,2019,10301
4830871,204209981,10/25/2019,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,S,120,0.0,45-64,M,BLACK HISPANIC,962822.0,174282.0,40.645022746000045,-74.077216847,10,25,2019,10301
